DOI ,YEAR,MATERIAL,PRECURSOR,Synthesis_Method,Size_nm,Plant Extract Type,More about Plant Extract Type,Bacterial Strain,Inhibition Zone (mm),MIC(ug/ml),MBC,ROS Generation,Gram Status,Resistant Strain ,Resistant Type,IZ_Censored
10.3109/21691401.2016.1160403,2017,Others,Ag + Plant Extract,Green Synthesis,121.5,Root,Rheum palmatum,P. aeruginosa ,13,15,,,Gram-negative,,,
10.1186/s12896-026-01138-w,2026,Others,Ag + Plant Extract,Green Synthesis,10.97,,Curcuma longa,P. aeruginosa ,,14.12,28.24,Yes,Gram-negative,Yes,multidrug-resistant,
10.1186/s12896-026-01138-w,2026,Others,Ag + Plant Extract,Green Synthesis,10.97,,Curcuma longa,S. aureus ,,14.12,28.24,Yes,Gram-positive,Yes,Methicillin,
10.1038/s41598-025-00005-6,2025,Others,Ag + Plant Extract,Green Synthesis,70,,Propolis,P. aeruginosa ,,4,16,,Gram-negative,Yes,multidrug-resistant,
10.1038/s41598-025-00005-6,2025,Others,Ag + Plant Extract,Green Synthesis,70,,Propolis,Other,,8,16,,Gram-positive,Yes,multidrug-resistant,
10.22052/JNS.2026.01.054,2026,Others,Cu salt + Plant extract,Green Synthesis,22.5,Leaf,Allium ampeloprasum,S. aureus ,27.4,7.8,,,Gram-positive,Yes,Multidrug-resistant,
10.22052/JNS.2026.01.054,2026,Others,Cu salt + Plant extract,Green Synthesis,22.5,Leaf,Allium ampeloprasum,S. aureus ,27,15.6,,,Gram-positive,Yes,Multidrug-resistant,
10.22052/JNS.2026.01.054,2026,Others,Cu salt + Plant extract,Green Synthesis,22.5,Leaf,Allium ampeloprasum,S. aureus ,21,7.8,,,Gram-positive,Yes,Multidrug-resistant,
10.1021/acsanm.4c04319,2024,ZIF-8,Zn salt + MOF linker,Chemical,67.5,None,,E. coli ,,625,2500,Yes,Gram-negative,No,,
10.1021/acsanm.4c04319,2024,ZIF-8,Zn salt + MOF linker,Chemical,67.5,None,,S. aureus ,,625,2500,Yes,Gram-positive,No,,
10.1021/acsanm.4c04319,2024,Others,Others,Chemical,950,None,,E. coli ,,625,5000,Yes,Gram-negative,No,,
10.1021/acsanm.4c04319,2024,Others,Others,Chemical,950,None,,S. aureus ,,625,2500,Yes,Gram-positive,No,,
10.1021/acsanm.4c04319,2024,Others,Others,Chemical,,None,,E. coli ,,1250,5000,Yes,Gram-negative,No,,
10.1021/acsanm.4c04319,2024,Others,Others,Chemical,,None,,S. aureus ,,1250,5000,Yes,Gram-positive,No,,
10.1021/acsanm.4c04319,2024,Others,Others,Chemical,,None,,E. coli ,,1250,10000,Yes,Gram-negative,No,,
10.1021/acsanm.4c04319,2024,Others,Others,Chemical,,None,,S. aureus ,,1250,10000,Yes,Gram-positive,No,,
10.1021/acsanm.4c04319,2024,Others,Others,Chemical,110,None,,E. coli ,,5000,,Yes,Gram-negative,No,,
10.1021/acsanm.4c04319,2024,Others,Others,Chemical,110,None,,S. aureus ,,5000,,Yes,Gram-positive,No,,
10.1016/j.molstruc.2021.131315,2021,Zinc MOF,Zn salt + MOF linker,Chemical,59,None,,S. aureus ,13.46,64,128,NR,Gram-positive,No,,
10.1016/j.molstruc.2021.131315,2021,Zinc MOF,Zn salt + MOF linker,Chemical,59,None,,Other,15.34,32,28,NR,Gram-positive,No,,
10.1016/j.molstruc.2021.131315,2021,Zinc MOF,Zn salt + MOF linker,Chemical,59,None,,Other,14.16,512,1024,NR,Gram-positive,No,,
10.1016/j.molstruc.2021.131315,2021,Zinc MOF,Zn salt + MOF linker,Chemical,59,None,,Other,12.75,256,512,NR,Gram-negative,No,,
10.1016/j.molstruc.2021.131315,2021,Zinc MOF,Zn salt + MOF linker,Chemical,59,None,,Other,12.9,64,128,NR,Gram-negative,No,,
10.1007/s10904-024-03078-4,2024,Zinc MOF,Zn salt + MOF linker,Chemical,,None,,Other,14.3,256,512,,Gram-negative,,,
10.1007/s10904-024-03078-4,2024,Zinc MOF,Zn salt + MOF linker,Chemical,,None,,Other,11.1,1024,2048,,Gram-positive,,,
10.1007/s10904-024-03078-4,2024,Zinc MOF,Zn salt + MOF linker,Chemical,,None,,Other,13.4,64,128,,Gram-negative,,,
10.1007/s10904-024-03078-4,2024,Zinc MOF,Zn salt + MOF linker,Chemical,,None,,Other,17.5,32,64,,Gram-positive,,,
10.1007/s10904-024-03078-4,2024,Zinc MOF,Zn salt + MOF linker,Chemical,,None,,Other,14.9,128,256,,Gram-positive,,,
10.1007/s10904-024-03078-4,2024,Zinc MOF,Zn salt + MOF linker,Chemical,,None,,Other,12.3,512,1024,,Gram-negative,,,
10.1007/s10904-024-03078-4,2024,Zinc MOF,Zn salt + MOF linker,Chemical,,None,,E. coli ,17.7,128,256,,Gram-negative,,,
10.1007/s10904-024-03078-4,2024,Zinc MOF,Zn salt + MOF linker,Chemical,,None,,Other,17.6,64,128,,Gram-negative,,,
10.1007/s10904-024-03078-4,2024,Zinc MOF,Zn salt + MOF linker,Chemical,,None,,Other,,,,,Gram-negative,,,
10.1007/s10904-024-03078-4,2024,Zinc MOF,Zn salt + MOF linker,Chemical,,None,,Other,17.8,128,256,,Gram-negative,,,
10.1007/s10904-024-03078-4,2024,MOF/Drug/Polymer Composite,MOF + Antibiotic + Biopolymer,Chemical,,None,,Other,17.3,32,32,,Gram-positive,,,
10.1007/s10904-024-03078-4,2024,MOF/Drug/Polymer Composite,MOF + Antibiotic + Biopolymer,Chemical,,None,,Other,22.7,2,4,,Gram-negative,,,
10.1007/s10904-024-03078-4,2024,MOF/Drug/Polymer Composite,MOF + Antibiotic + Biopolymer,Chemical,,None,,Other,18.9,4,8,,Gram-positive,,,
10.1007/s10904-024-03078-4,2024,MOF/Drug/Polymer Composite,MOF + Antibiotic + Biopolymer,Chemical,,None,,Other,15.5,64,128,,Gram-positive,,,
10.1007/s10904-024-03078-4,2024,MOF/Drug/Polymer Composite,MOF + Antibiotic + Biopolymer,Chemical,,None,,Other,20.4,4,8,,Gram-positive,,,
10.1007/s10904-024-03078-4,2024,MOF/Drug/Polymer Composite,MOF + Antibiotic + Biopolymer,Chemical,,None,,E. coli ,20.1,8,16,,Gram-negative,,,
10.1007/s10904-024-03078-4,2024,MOF/Drug/Polymer Composite,MOF + Antibiotic + Biopolymer,Chemical,,None,,Other,19,16,16,,Gram-negative,,,
10.1007/s10904-024-03078-4,2024,MOF/Drug/Polymer Composite,MOF + Antibiotic + Biopolymer,Chemical,,None,,Other,16.9,16,32,,Gram-negative,,,
10.1038/s41598-026-42070-5,2024,Others,Others,Chemical,,None,,Other,,600000,800000,,Gram-positive,,,
10.3390/ijms241411439,2023,Others,Biopolymer,Ionic Getlation,,None,,E. coli ,,3300,,NR,Gram-negative,No,,
10.3390/ijms241411439,2023,Zinc MOF,Zn salt + MOF linker,Co-precipitation,,None,,E. coli ,,830,,NR,Gram-negative,No,,
10.3390/ijms241411439,2023,Zinc MOF,MOF + Antibiotic + Biopolymer,Co-precipitation,,None,,E. coli ,,670,,NR,Gram-negative,No,,
10.3390/ijms241411439,2023,Zinc MOF,MOF + Antibiotic + Biopolymer,Co-precipitation,,None,,E. coli ,,330,,NR,Gram-negative,No,,
10.3390/ijms241411439,2023,Zinc MOF,MOF + Antibiotic + Biopolymer,Co-precipitation,,None,,E. coli ,,250,,NR,Gram-negative,No,,
10.3390/ijms241411439,2023,Others,Biopolymer,Ionic Getlation,,None,,S. aureus ,,5300,,NR,Gram-positive,No,,
10.3390/ijms241411439,2023,Zinc MOF,Zn salt + MOF linker,Co-precipitation,,None,,S. aureus ,,1670,,NR,Gram-positive,No,,
10.3390/ijms241411439,2023,Zinc MOF,MOF + Antibiotic + Biopolymer,Co-precipitation,,None,,S. aureus ,,830,,NR,Gram-positive,No,,
10.3390/ijms241411439,2023,Zinc MOF,MOF + Antibiotic + Biopolymer,Co-precipitation,,None,,S. aureus ,,410,,NR,Gram-positive,No,,
10.3390/ijms241411439,2023,Zinc MOF,MOF + Antibiotic + Biopolymer,Co-precipitation,,None,,S. aureus ,,330,,NR,Gram-positive,No,,
10.1016/j.ijbiomac.2025.141175,2025,ZIF-8,Zn salt + MOF linker,Green Synthesis,,None,,E. coli ,22,,,NR,Gram-negative,,,
10.1016/j.ijbiomac.2025.141176,2025,ZIF-8,Zn salt + MOF linker,Green Synthesis,,None,,S. aureus ,20,,,NR,Gram-positive,,,
10.1016/j.jece.2020.104590,2020,ZIF-8,Zn salt + MOF linker,Co-precipitation,200,None,,S. aureus ,13,19.5,19.5,NR,Gram-positive,NR,,No
10.1016/j.jece.2020.104591,2020,ZIF-8,Zn salt + MOF linker,Co-precipitation,200,None,,E. coli ,8,156.2,156.2,NR,Gram-negative,NR,,No
10.1039/d5ma00177c,2025,ZIF-8,Zn salt + MOF linker + Other,Co-precipitation,90,None,,E. coli ,12,,,Yes,Gram-negative,NR,,
10.1039/d5ma00177c,2025,ZIF-8,Zn salt + MOF linker + Other,Co-precipitation,25,None,,S. aureus ,17.7,,,Yes,Gram-positive,NR,,
10.1039/d5ma00177c,2025,ZIF-8,Zn salt + MOF linker + Other,Co-precipitation,150,None,,E. coli ,21.7,,,Yes,Gram-negative,NR,,
10.1039/d5ma00177c,2025,ZIF-8,Zn salt + MOF linker + Other,Co-precipitation,150,None,,S. aureus ,30.7,,,Yes,Gram-positive,NR,,
